Wrist_Acc_X,Wrist_Acc_Y,Wrist_Acc_Z,Upper_Leg_Acc_X,Upper_Leg_Acc_Y,Upper_Leg_Acc_Z,Activity
-0.203273,-0.467011,0.038618,0.033905,-0.134929,0.063702,2
-0.175142,-0.4719,0.071038,-0.004973,0.177916,0.079883,2
-0.213795,-0.310054,0.098487,-0.12479,0.426105,0.105272,2
-0.206497,-0.143061,0.129018,-0.199069,0.434905,0.127339,2
-0.09784,-0.21292,0.123731,-0.186452,0.332663,0.188107,2
0.235155,-0.298584,-0.01373,-0.106158,0.233189,0.161439,2
0.396915,-0.328435,-0.196455,-0.02015,0.111286,0.157409,2
0.476545,-0.362424,-0.270815,-0.069183,-0.034205,0.079741,2
0.515823,-0.344159,-0.258086,-0.111588,-0.155123,0.128117,2
0.575678,-0.25686,-0.161538,-0.125627,-0.126361,0.139845,2
0.438498,-0.223841,0.061081,0.015079,-0.026868,0.139989,2
0.324006,-0.260993,0.086654,0.047223,0.066015,0.148633,2
0.36395,-0.146176,0.163853,0.086654,0.163037,0.150352,2
0.332697,-0.087604,0.243526,0.059114,0.166707,0.117419,2
0.250784,-0.082566,0.044379,0.003716,0.313532,0.256246,2
0.271338,-0.019372,-0.125092,0.07005,0.337996,0.288498,2
0.238719,0.139873,0.231767,0.205859,0.344478,0.264906,2
0.307519,0.635279,-0.087439,0.375715,0.119102,0.184023,2
0.347775,0.136042,-0.077585,0.121747,0.164204,0.191254,2
0.273328,0.286788,-0.387883,-0.082089,0.408772,0.223093,2
0.106325,0.147341,-0.278279,0.110772,0.430279,0.151376,2
-0.124962,0.391127,0.039391,0.383421,0.398491,0.164735,2
-0.387564,0.862694,0.250376,0.526717,0.197178,0.196123,2
-0.828411,0.947035,0.5824,-0.121932,-0.515825,0.236061,2
-1.198156,0.876563,0.76111,0.241335,-0.151578,0.309451,2
-0.821906,0.760121,0.669636,-0.135585,-0.144251,0.530083,2
-0.066747,0.398851,0.498631,-0.510518,-0.329665,0.350112,2
0.169476,0.171915,0.447343,0.020355,-0.883513,0.108209,2
0.484049,0.370446,-0.012787,1.421833,-0.656848,0.545258,2
0.505692,0.463662,-0.401319,1.913511,-1.134383,0.056941,2
-0.101279,0.294783,0.020908,1.140544,-1.132819,0.106324,2
-0.526254,0.929273,-0.072359,0.228126,-1.197005,-0.125919,2
-0.179544,1.394672,-0.189256,-0.335442,-1.508445,0.097425,2
0.362006,0.972789,-0.099138,-0.685707,-1.32442,-0.101566,2
0.391024,0.319492,-0.125375,-0.964146,-1.498819,-0.54199,2
0.029229,-0.244916,-0.25684,-0.707684,-1.238138,-0.744216,2
-0.103924,-0.407953,-0.404493,-0.335414,-0.89677,-1.096107,2
-0.389636,-0.347395,-0.470506,0.033252,-0.618417,-1.033937,2
-0.588006,-0.003602,-0.893849,-0.116199,0.322404,-0.295833,2
-0.499967,0.487862,-0.40726,-0.05558,0.697824,0.182802,2
-0.950029,0.660648,0.292994,0.196325,0.773197,1.031418,2
-1.024055,0.590321,0.972593,0.40409,1.555962,1.163966,2
-1.319436,-0.424448,0.996048,-0.126946,1.604826,-0.033691,2
-1.355723,-0.763457,0.395035,0.128556,1.026868,0.279156,2
-0.845143,-0.168216,-0.032319,0.639359,0.754911,0.053316,2
-0.398179,0.482028,-0.301736,0.901008,0.628089,0.030997,2
-0.125098,0.415503,0.073889,1.099326,0.451495,0.657477,2
-0.08841,0.174819,0.315547,1.381904,0.415886,0.518906,2
-0.280387,-0.145611,0.304338,1.193061,0.424306,0.595251,2
-0.177633,-0.130379,-0.146976,0.235279,0.12852,-0.264007,2
-0.242889,0.19783,-0.331796,-0.553231,-0.140438,-0.111231,2
-0.328609,0.50004,-0.101212,-0.638099,-0.506358,-0.036264,2
-0.238652,0.109136,-0.026301,-0.069619,-0.177901,0.026691,2
-0.312914,-0.039452,-0.09403,0.636642,0.153602,0.260389,2
-0.009075,0.023951,-0.15236,1.222963,0.337031,0.210387,2
0.143252,0.05779,-0.054641,0.905258,0.062738,0.046549,2
0.235349,0.148128,-0.309057,-0.529919,-0.956242,-0.202526,2
0.33423,-0.057152,-0.33847,-1.16381,-0.767019,0.029449,2
0.35383,-0.229346,0.052827,-1.531976,-0.008501,0.335724,2
0.333654,-0.276311,0.593127,-0.821959,0.457814,0.579776,2
0.350761,-0.281393,0.854519,-0.032999,1.008561,0.170061,2
0.544252,-0.19516,0.525293,-0.185498,0.331021,-0.123326,2
0.692503,-0.452439,0.230117,-0.629289,-0.007294,0.213858,2
0.686195,-0.772827,-0.131352,-0.944616,0.047835,-0.110458,2
0.8908,-0.79859,-0.472054,-1.188367,0.031543,0.436933,2
0.880845,-0.946124,-0.882006,-0.487781,0.174936,0.597141,2
0.477929,-1.264344,-1.385711,0.264451,0.219218,-0.115277,2
0.412798,-1.405057,-1.42279,-0.032936,0.030514,0.257648,2
0.687795,-0.867812,-0.818769,-0.015844,0.051938,0.027712,2
0.989025,-0.428331,0.006227,-0.41925,0.269158,-0.145704,2
0.716828,-0.583943,1.519918,-1.225612,0.961595,0.421651,2
0.634966,-0.664282,1.886415,-1.109658,0.620608,0.396128,2
0.383197,-0.689405,1.259244,-0.046342,-0.562164,-0.060024,2
0.281793,-0.352925,0.061852,0.6828,-0.523904,-0.011886,2
0.19449,-0.266024,-0.292712,0.328532,0.152793,-0.068278,2
-0.081567,-0.307604,0.032655,-0.278805,0.463766,0.246366,2
-0.213781,-0.243425,0.142824,-0.282713,0.468691,0.222283,2
-0.360675,0.027475,-0.336962,-0.036093,0.240816,0.062392,2
-0.120525,0.473363,-0.3199,-0.002774,0.164105,0.069384,2
0.096922,0.887482,-0.128019,-0.425232,0.321052,0.17647,2
0.233504,0.693119,-0.076399,-0.883137,0.284602,0.188055,2
0.283825,-0.096332,0.140393,-0.908846,0.708009,0.373528,2
0.138093,-0.996148,0.468335,-0.440571,0.653873,0.100019,2
-0.092293,-1.428137,0.67312,-0.388743,0.379223,0.104574,2
0.019575,-1.318961,0.69111,-0.662038,-0.184837,0.17047,2
0.210562,-0.847888,0.651293,-0.384406,-0.675725,0.015852,2
