SampleTimeFine,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
2724155144,1.82736,0.868564,-0.059193,-2.350682,-0.425028,2.506691,-5.104916,1.05307,-6.642385,0
2724188478,1.621262,1.4748,-0.848805,-2.784979,-1.940806,5.33549,-1.024984,2.012362,-3.479232,0
2724221812,1.350028,1.899565,-0.256855,-2.670875,-2.360977,6.29109,-2.497359,0.036692,-7.025297,0
2724255146,0.684734,1.76791,-0.767883,-2.082976,-2.566324,6.006255,-2.008369,-0.499867,-4.48859,0
2724288480,-0.303609,2.507068,-1.545485,-1.453585,-2.104578,4.635668,-2.841001,-0.713284,-4.25098,0
2724321814,-0.62918,2.997514,-0.382716,-1.232251,-1.272862,3.271762,-0.917002,-0.65207,-2.054336,0
2724355148,-1.391609,2.261389,0.601323,-0.673437,0.5199,2.729825,0.08957,0.996849,0.832041,0
2724388482,-0.836069,0.098497,1.028213,0.653412,0.950007,2.144398,0.495259,0.275294,5.724575,0
2724421816,-0.329912,-1.720198,1.640226,0.916315,1.314748,0.386901,2.01142,-1.009102,8.642302,0
2724455150,-0.16462,-3.749866,2.895531,1.671907,1.659254,-0.352968,3.963647,-5.039341,9.441069,0
2724488484,-0.609709,-3.716071,4.265307,2.822126,2.356106,-1.041727,3.459568,-3.683336,7.033077,0
2724521818,-1.592775,-0.483536,4.425833,3.426006,2.573199,-2.075387,2.177918,-2.064855,5.933206,0
2724555152,-0.952786,-0.002727,3.699313,3.529459,1.954784,-1.197002,-0.833768,0.204866,5.752108,0
2724588486,0.973862,-2.081331,1.762389,2.247586,1.656383,-0.756282,-0.673189,0.443152,5.938613,0
2724621820,1.281756,-2.82744,1.089945,1.950394,1.25452,1.425085,0.648846,1.122121,4.839608,0
2724655154,-0.386581,-0.500979,1.444523,0.543277,0.846891,3.485844,0.368086,1.115485,3.711507,0
2724688488,-0.683707,1.632734,1.178491,-3.631697,-0.15079,2.956519,-1.404501,1.588661,2.147632,0
2724721822,-0.390668,1.60716,0.819877,-1.478689,-3.716084,6.894876,-1.166321,1.004638,-0.85087,0
