Left_Wrist_Acc_X,Left_Wrist_Acc_Y,Left_Wrist_Acc_Z,Right_Wrist_Acc_X,Right_Wrist_Acc_Y,Right_Wrist_Acc_Z,Upper_Leg_Acc_X,Upper_Leg_Acc_Y,Upper_Leg_Acc_Z,Activity
0.001,0.95,0.286,0.213,0.929,0.305,0.004,0.957,-0.31,1
-0.004,0.963,0.3,0.221,0.932,0.311,0.018,0.947,-0.3,1
0.009,0.972,0.322,0.223,0.934,0.299,0.024,0.919,-0.38,1
0.019,0.958,0.322,0.217,0.943,0.282,0.053,0.925,-0.389,1
0.019,0.955,0.311,0.211,0.939,0.268,0.056,0.913,-0.392,1
0.002,0.956,0.293,0.211,0.944,0.273,0.029,0.941,-0.334,1
0.006,0.953,0.294,0.214,0.94,0.28,0.074,0.933,-0.399,1
0.007,0.961,0.306,0.225,0.938,0.287,0.028,0.92,-0.387,1
0.006,0.958,0.319,0.237,0.947,0.299,0.059,0.931,-0.368,1
0.003,0.967,0.326,0.238,0.936,0.288,-0.025,0.952,-0.334,1
-0.001,0.955,0.318,0.231,0.936,0.27,-0.086,0.964,-0.351,1
0.005,0.951,0.311,0.226,0.944,0.263,-0.061,0.929,-0.375,1
-0.006,0.964,0.303,0.217,0.942,0.265,-0.073,0.924,-0.379,1
0.017,0.954,0.313,0.216,0.934,0.275,-0.144,1.011,0.001,1
0.019,0.941,0.328,0.234,0.936,0.286,-0.16,0.908,-0.245,1
0.004,0.948,0.337,0.245,0.935,0.295,-0.062,0.935,-0.326,1
-0.016,0.955,0.334,0.236,0.938,0.3,-0.288,0.991,-0.173,1
-0.012,0.952,0.314,0.229,0.934,0.279,0.031,0.862,-0.423,1
-0.004,0.942,0.317,0.215,0.938,0.273,-0.178,0.936,-0.324,1
0.006,0.947,0.334,0.225,0.936,0.264,0.171,0.893,-0.427,1
0.023,0.952,0.341,0.214,0.935,0.27,-0.006,1.004,-0.326,1
0.015,0.951,0.326,0.214,0.943,0.287,-0.018,0.995,-0.342,1
