SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
1330803036,0.865005,0.669435,-1.363316,0.170194,0.250714,-1.543844,0.458126,-1.401666,1.208528,-0.630551,-4.9583,2.315763,0
1330836370,1.229351,-0.063515,-1.073974,-0.511199,0.402983,-0.23534,-2.901067,1.319801,4.097935,0.793151,-1.09131,1.542884,0
1330869704,0.635516,-0.423769,-0.310982,-0.387035,0.031178,0.015772,-5.047271,1.781744,3.550335,1.379852,3.025018,-0.085257,0
1330903038,-0.433945,-0.175545,0.079802,-0.337251,-1.103803,1.047663,-4.029769,0.253807,1.856544,1.530087,4.370608,-1.310004,0
1330936372,1.091397,-0.548412,-0.081959,0.157726,-1.666982,2.134654,-3.717668,-0.11116,1.442986,0.605859,4.295742,-1.688519,0
1330969706,1.16512,-0.190314,-0.16859,1.685099,-1.247323,1.302948,-2.082569,10.693105,15.295723,0.21013,3.530009,-2.667991,0
1331003040,0.660723,0.110979,0.779652,1.871048,-0.604049,1.085968,-0.506282,1.112272,1.051488,0.006944,2.646355,-2.523505,0
1331036374,0.208365,-0.310113,1.343755,0.782173,-0.014244,2.326365,-1.241135,0.566219,2.397557,0.134775,2.495826,-0.497634,0
1331069708,0.093862,-0.10041,1.38209,1.074069,0.338064,2.589577,-0.16244,-2.477349,1.326746,-0.159487,1.409138,0.519641,0
1331103042,0.504028,0.532897,2.435914,0.594819,0.07325,2.771879,0.020896,-3.294117,2.343076,-0.69011,1.609352,3.18487,0
1331136376,1.120766,0.602101,3.899586,0.022595,-0.5688,3.288382,-0.154446,-3.242607,1.745358,0.041746,1.78628,4.427711,0
1331169710,-0.158721,-0.324165,2.741773,0.222569,-1.462362,3.937343,0.017495,-1.329648,1.056573,-0.36336,1.664428,4.618305,0
1331203044,-1.366694,-0.719775,0.515618,0.090454,-0.573292,4.831335,0.025904,-2.096247,-1.830628,-0.393466,-1.303301,7.360981,0
1331236378,-1.274403,-0.677493,1.9283,-0.074616,0.681823,4.231139,0.514675,-1.30641,0.084572,1.298182,-1.730546,5.106009,0
1331269712,0.059118,0.229685,0.753841,0.226474,1.20987,1.145589,1.185157,-0.170757,0.90229,-1.08847,-3.153126,1.924335,0
1331303046,1.167751,1.248477,-0.561031,-0.362387,1.549556,-2.826576,2.200945,1.4277,1.817514,-1.878831,-4.717279,1.037976,0
1331336380,0.972405,1.046356,-0.471247,-1.150815,1.518617,-2.52986,2.135742,2.696326,2.011662,-1.069696,-4.711033,-0.236805,0
1331369714,0.471458,1.006763,-1.119785,-0.678019,1.331095,-2.267251,1.316239,2.442146,1.489077,-0.212697,-4.756414,0.762921,0
1331403048,-0.125913,0.395381,-0.757749,-0.000514,1.007523,-2.355917,0.528167,1.485946,-1.986622,-0.019067,-2.968365,-0.073687,0
1331436382,0.219202,-0.145463,-1.031284,-0.792547,1.891966,-1.885769,2.695315,3.451417,-3.788566,0.760031,-1.655839,0.914839,0
1331469716,0.420613,-0.874331,-0.667867,-0.830709,1.150481,-0.847189,1.71325,-3.567639,-8.257761,1.157729,-0.098931,1.254785,0
1331503050,0.271105,-0.214242,-0.282114,-0.117093,-0.621756,0.276806,0.240366,-4.806582,-3.535851,0.996632,1.865718,1.144357,0
1331536384,-0.408096,0.169854,0.761765,0.499812,-1.764889,0.024346,1.213889,1.182951,9.117985,0.505462,3.323592,-1.027033,0
1331569718,0.128653,0.405034,1.033989,0.504007,-2.62896,0.147226,-4.587029,0.082298,2.06903,0.053135,3.979957,-2.438605,0
1331603052,0.897166,0.806217,0.765021,0.496723,-2.518187,1.291795,-6.143843,-1.49571,1.012086,0.029784,4.266134,-3.368101,0
1331636386,0.331797,0.490605,0.571234,0.823213,-1.371593,1.717586,-3.575183,-0.563639,3.945203,0.058494,3.870025,-4.136913,0
1331669720,-0.160305,-0.047905,0.555203,1.659656,-0.39748,1.530129,-1.109829,0.795587,6.272963,0.590084,3.25536,-3.963761,0
1331703054,-0.065418,-0.525522,0.426345,2.048885,0.907554,1.434776,0.12677,0.50019,4.475251,-0.644461,1.275492,-2.440301,0
1331736388,-0.079807,-0.545698,-0.263426,0.031358,1.406841,1.080378,1.280958,0.042145,0.245349,-2.028627,-1.129068,-0.633393,0
1331769722,-0.229085,-0.082538,-0.363537,-2.435499,2.466374,0.241628,2.092668,1.72929,-1.635106,0.029853,-3.681828,0.177483,0
1331803056,-0.040878,0.017019,-0.252858,-2.505287,2.447058,-1.231402,3.899081,1.33971,-2.738914,0.289676,-6.139369,6.420704,0
1331836390,0.229605,-0.203391,-0.28757,-2.547842,1.049663,-1.80789,3.319378,0.787508,-2.356742,-1.457357,-7.233355,7.912008,0
