Left_Wrist_Acc_X,Left_Wrist_Acc_Y,Left_Wrist_Acc_Z,Right_Wrist_Acc_X,Right_Wrist_Acc_Y,Right_Wrist_Acc_Z,Upper_Leg_Acc_X,Upper_Leg_Acc_Y,Upper_Leg_Acc_Z,Activity
-0.255,0.954,0.189,0.279,0.933,0.253,0.118,0.989,-0.123,1
-0.251,0.958,0.192,0.289,0.941,0.229,0.146,0.981,-0.122,1
-0.214,0.985,0.216,0.274,0.957,0.227,0.125,0.988,-0.098,1
-0.219,0.974,0.205,0.255,0.936,0.242,0.12,0.985,-0.111,1
-0.259,1.004,0.201,0.221,0.95,0.264,0.158,0.984,-0.119,1
-0.23,0.932,0.181,0.251,0.932,0.25,0.134,0.985,-0.116,1
-0.178,0.982,0.161,0.273,0.937,0.231,0.131,0.982,-0.107,1
-0.239,0.936,0.147,0.271,0.932,0.238,0.136,0.986,-0.12,1
-0.2,0.973,0.16,0.197,0.943,0.256,0.13,0.994,-0.115,1
-0.192,0.952,0.166,0.21,0.954,0.265,0.126,0.986,-0.14,1
-0.228,0.948,0.165,0.233,0.922,0.276,0.123,0.987,-0.141,1
-0.224,0.975,0.18,0.242,0.921,0.262,0.125,0.986,-0.139,1
-0.24,0.964,0.183,0.259,0.948,0.28,0.123,0.987,-0.139,1
-0.243,0.968,0.182,0.275,0.913,0.248,0.129,0.988,-0.137,1
-0.238,0.974,0.17,0.273,0.943,0.244,0.109,0.984,-0.146,1
-0.227,0.959,0.153,0.267,0.954,0.296,0.111,0.985,-0.131,1
-0.214,0.961,0.148,0.235,0.983,0.273,0.125,0.984,-0.149,1
-0.208,0.971,0.152,0.227,0.899,0.227,0.111,0.986,-0.143,1
-0.206,0.961,0.166,0.226,0.911,0.228,0.095,0.989,-0.115,1
-0.219,0.957,0.192,0.221,0.96,0.286,0.089,0.986,-0.129,1
-0.224,0.967,0.208,0.254,0.929,0.224,0.084,0.99,-0.145,1
-0.213,0.97,0.19,0.253,0.955,0.201,0.1,0.994,-0.129,1
-0.2,0.962,0.182,0.233,0.935,0.23,0.101,0.994,-0.106,1
-0.207,0.972,0.173,0.224,0.994,0.221,0.081,0.991,-0.11,1
-0.195,0.962,0.183,0.221,0.97,0.239,0.026,0.999,-0.102,1
-0.198,0.956,0.196,0.222,0.938,0.193,0.044,0.991,-0.096,1
-0.22,0.961,0.18,0.259,0.95,0.166,0.033,0.996,-0.092,1
-0.234,0.956,0.179,0.26,0.968,0.206,0.046,1.005,-0.087,1
-0.239,0.958,0.186,0.238,0.95,0.257,0.05,0.997,-0.064,1
-0.21,0.966,0.183,0.292,0.954,0.253,0.02,1.001,-0.063,1
-0.196,0.969,0.169,0.268,0.942,0.193,0.028,0.994,-0.083,1
-0.167,0.959,0.18,0.257,0.943,0.188,0.024,1.0,-0.067,1
-0.201,0.958,0.192,0.24,0.952,0.22,0.041,0.999,-0.075,1
-0.204,0.95,0.175,0.234,0.952,0.211,0.048,0.994,-0.117,1
-0.23,0.971,0.196,0.251,0.949,0.198,0.069,0.995,-0.109,1
-0.257,0.966,0.209,0.261,0.952,0.211,0.08,0.992,-0.114,1
-0.248,0.963,0.211,0.265,0.96,0.244,0.116,0.993,-0.117,1
-0.189,0.958,0.197,0.247,0.946,0.196,0.13,0.994,-0.113,1
-0.199,0.97,0.185,0.281,0.933,0.243,0.111,0.979,-0.131,1
-0.214,0.952,0.192,0.261,0.95,0.211,0.152,0.983,-0.125,1
-0.209,0.964,0.191,0.255,0.932,0.232,0.182,0.985,-0.107,1
-0.205,0.973,0.197,0.275,0.955,0.226,0.155,0.976,-0.118,1
-0.208,0.972,0.204,0.243,0.929,0.229,0.204,0.975,-0.111,1
-0.206,0.968,0.217,0.232,0.947,0.22,0.179,0.975,-0.127,1
-0.213,0.963,0.191,0.251,0.949,0.233,0.161,0.99,-0.122,1
-0.207,0.967,0.186,0.258,0.937,0.228,0.207,0.972,-0.105,1
-0.184,0.97,0.181,0.266,0.937,0.226,0.156,0.968,-0.1,1
-0.186,0.955,0.183,0.266,0.941,0.239,0.172,0.975,-0.182,1
-0.227,0.971,0.19,0.269,0.942,0.244,0.175,0.967,-0.178,1
-0.228,0.949,0.19,0.274,0.942,0.232,0.181,0.986,-0.075,1
-0.238,0.958,0.189,0.268,0.938,0.232,0.177,0.977,-0.14,1
-0.236,0.978,0.195,0.252,0.939,0.222,0.173,0.975,-0.143,1
-0.212,0.958,0.198,0.248,0.95,0.227,0.144,0.977,-0.136,1
-0.21,0.946,0.197,0.271,0.951,0.237,0.127,0.984,-0.138,1
-0.24,0.952,0.182,0.268,0.937,0.222,0.133,0.982,-0.138,1
-0.245,0.952,0.191,0.257,0.934,0.211,0.14,0.982,-0.146,1
-0.258,0.943,0.188,0.255,0.951,0.236,0.146,0.982,-0.147,1
-0.247,0.958,0.195,0.264,0.941,0.229,0.119,0.988,-0.128,1
-0.248,0.952,0.177,0.272,0.938,0.217,0.141,0.982,-0.139,1
-0.238,0.968,0.178,0.261,0.947,0.225,0.144,0.984,-0.145,1
-0.23,0.969,0.174,0.249,0.952,0.236,0.156,0.981,-0.129,1
-0.216,0.973,0.166,0.252,0.949,0.22,0.141,0.982,-0.131,1
-0.206,0.965,0.158,0.249,0.945,0.214,0.145,0.985,-0.119,1
-0.213,0.958,0.154,0.246,0.947,0.211,0.148,0.982,-0.124,1
-0.237,0.959,0.174,0.245,0.938,0.22,0.148,0.984,-0.127,1
-0.222,0.971,0.179,0.25,0.949,0.224,0.16,0.982,-0.128,1
-0.242,0.96,0.147,0.25,0.949,0.22,0.154,0.979,-0.136,1
-0.257,1.004,0.163,0.25,0.95,0.211,0.153,0.979,-0.132,1
-0.234,0.932,0.145,0.254,0.956,0.216,0.16,0.979,-0.134,1
-0.226,0.972,0.176,0.252,0.947,0.218,0.159,0.98,-0.137,1
-0.172,0.986,0.175,0.262,0.943,0.227,0.167,0.978,-0.147,1
-0.293,0.941,0.134,0.253,0.945,0.223,0.165,0.977,-0.15,1
-0.131,0.983,0.17,0.252,0.942,0.226,0.171,0.978,-0.154,1
-0.286,0.947,0.123,0.252,0.943,0.225,0.176,0.975,-0.165,1
-0.165,1.009,0.124,0.266,0.956,0.229,0.173,0.973,-0.169,1
-0.209,0.941,0.113,0.257,0.945,0.23,0.173,0.976,-0.161,1
-0.194,0.988,0.176,0.257,0.936,0.216,0.171,0.975,-0.158,1
-0.159,0.975,0.289,0.258,0.938,0.22,0.166,0.975,-0.16,1
-0.175,0.978,0.253,0.255,0.949,0.227,0.165,0.975,-0.16,1
-0.196,0.916,0.161,0.256,0.949,0.23,0.163,0.974,-0.151,1
-0.241,0.966,0.148,0.257,0.949,0.22,0.163,0.975,-0.153,1
-0.252,0.973,0.204,0.253,0.948,0.222,0.164,0.976,-0.156,1
-0.251,0.961,0.248,0.25,0.947,0.224,0.161,0.976,-0.158,1
-0.235,0.976,0.279,0.252,0.944,0.231,0.16,0.977,-0.153,1
-0.163,0.984,0.236,0.253,0.941,0.214,0.153,0.977,-0.153,1
-0.2,0.967,0.185,0.262,0.945,0.236,0.153,0.979,-0.151,1
-0.172,0.967,0.181,0.261,0.95,0.267,0.152,0.978,-0.155,1
-0.172,0.974,0.18,0.309,0.979,0.24,0.15,0.979,-0.155,1
-0.156,0.94,0.181,0.275,0.93,0.205,0.149,0.979,-0.156,1
-0.185,0.949,0.21,0.25,0.884,0.19,0.146,0.978,-0.16,1
-0.335,0.949,0.202,0.283,0.969,0.241,0.145,0.978,-0.164,1
-0.164,0.986,0.232,0.219,0.955,0.242,0.142,0.977,-0.158,1
-0.183,0.961,0.203,0.242,0.904,0.183,0.117,0.984,-0.15,1
-0.156,0.961,0.203,0.268,0.954,0.219,0.148,0.985,-0.136,1
-0.17,0.959,0.212,0.272,0.952,0.239,0.13,0.977,-0.18,1
-0.204,0.969,0.204,0.263,0.968,0.228,0.128,0.977,-0.182,1
-0.202,0.971,0.196,0.25,0.922,0.219,0.146,0.973,-0.187,1
-0.187,0.965,0.208,0.254,0.967,0.222,0.131,0.975,-0.183,1
-0.179,0.963,0.204,0.238,0.949,0.211,0.139,0.975,-0.18,1
-0.189,0.963,0.202,0.239,0.954,0.201,0.143,0.98,-0.173,1
-0.206,0.961,0.205,0.251,0.954,0.211,0.154,0.994,-0.121,1
-0.208,0.961,0.162,0.253,0.951,0.206,0.146,0.966,-0.153,1
-0.224,0.949,0.203,0.266,0.941,0.208,0.144,0.987,-0.156,1
-0.174,0.978,0.212,0.267,0.95,0.217,0.182,0.981,-0.116,1
-0.189,0.97,0.201,0.243,0.955,0.208,0.177,0.981,-0.122,1
-0.195,0.958,0.193,0.24,0.951,0.181,0.178,0.981,-0.125,1
-0.206,0.961,0.199,0.23,0.95,0.18,0.194,0.979,-0.107,1
-0.195,0.967,0.203,0.244,0.965,0.198,0.206,0.979,-0.097,1
-0.221,0.95,0.186,0.25,0.951,0.19,0.195,0.979,-0.116,1
-0.229,0.951,0.184,0.252,0.946,0.189,0.165,0.986,-0.082,1
-0.232,0.958,0.2,0.253,0.943,0.201,0.189,0.98,-0.066,1
-0.23,0.963,0.211,0.249,0.963,0.208,0.176,0.983,-0.073,1
-0.218,0.957,0.222,0.262,0.949,0.213,0.187,0.977,-0.071,1
-0.194,0.979,0.202,0.265,0.938,0.201,0.177,0.967,-0.069,1
-0.198,0.943,0.173,0.251,0.95,0.207,0.166,0.999,-0.091,1
-0.212,0.979,0.17,0.244,0.957,0.222,0.157,0.985,-0.104,1
-0.236,0.952,0.16,0.245,0.959,0.219,0.152,0.983,-0.107,1
-0.213,0.941,0.155,0.25,0.96,0.213,0.142,0.982,-0.121,1
-0.233,0.985,0.144,0.189,0.891,0.249,0.14,0.984,-0.131,1
-0.239,0.959,0.145,0.013,1.048,0.298,0.139,0.983,-0.137,1
-0.219,0.977,0.178,0.197,1.002,0.235,0.164,0.98,-0.145,1
-0.215,0.983,0.179,0.237,0.916,0.166,0.134,0.979,-0.157,1
-0.211,1.007,0.169,0.194,0.91,0.17,0.16,0.976,-0.159,1
-0.227,0.957,0.146,0.261,0.929,0.227,0.149,0.979,-0.163,1
-0.2,0.968,0.145,0.148,0.973,0.307,0.149,0.976,-0.168,1
-0.208,0.936,0.146,0.075,1.06,0.488,0.155,0.978,-0.166,1
-0.183,0.952,0.172,0.1,0.988,0.305,0.149,0.979,-0.168,1
-0.231,0.969,0.305,0.153,0.932,0.132,0.15,0.979,-0.163,1
-0.287,0.947,0.17,0.2,0.881,0.041,0.142,0.98,-0.159,1
-0.217,1.006,0.212,0.188,0.93,0.14,0.142,0.98,-0.156,1
-0.238,0.956,0.169,0.144,1.019,0.26,0.141,0.98,-0.156,1
-0.202,0.947,0.226,0.166,1.029,0.294,0.146,0.979,-0.151,1
-0.194,0.993,0.234,0.131,1.011,0.301,0.147,0.98,-0.152,1
-0.187,0.967,0.184,0.264,0.986,0.271,0.146,0.98,-0.147,1
-0.208,0.945,0.157,0.23,0.957,0.197,0.146,0.981,-0.146,1
-0.209,0.964,0.175,0.251,0.942,0.156,0.142,0.979,-0.15,1
-0.209,0.946,0.173,0.256,0.933,0.157,0.146,0.983,-0.142,1
-0.171,1.013,0.21,0.234,0.939,0.193,0.142,0.981,-0.145,1
-0.174,0.935,0.193,0.234,0.953,0.237,0.141,0.983,-0.145,1
-0.206,0.952,0.174,0.242,0.974,0.255,0.144,0.983,-0.137,1
-0.167,0.97,0.214,0.273,0.932,0.202,0.14,0.982,-0.139,1
-0.171,1.061,0.225,0.269,0.908,0.175,0.141,0.978,-0.15,1
-0.189,0.902,0.194,0.322,0.987,0.085,0.146,0.981,-0.131,1
-0.185,1.0,0.208,0.272,0.932,0.063,0.142,0.981,-0.131,1
-0.216,0.923,0.173,0.011,1.188,0.491,0.132,0.982,-0.14,1
-0.201,1.002,0.18,0.364,0.944,0.082,0.132,0.982,-0.144,1
-0.176,0.996,0.152,0.316,0.913,0.079,0.135,0.983,-0.139,1
-0.211,0.947,0.123,0.349,0.965,0.162,0.131,0.983,-0.145,1
-0.203,0.943,0.139,0.312,0.993,0.169,0.136,0.981,-0.148,1
-0.232,0.933,0.15,0.016,1.003,0.042,0.14,0.982,-0.146,1
-0.235,1.001,0.169,0.329,0.922,0.111,0.143,0.981,-0.146,1
-0.277,0.949,0.196,0.047,1.021,0.144,0.139,0.979,-0.146,1
-0.203,0.987,0.257,0.252,0.906,0.133,0.14,0.98,-0.145,1
-0.159,0.97,0.216,0.281,0.972,0.147,0.138,0.984,-0.149,1
-0.201,0.964,0.175,0.339,0.973,0.235,0.14,0.979,-0.147,1
-0.227,0.958,0.159,0.186,0.962,0.171,0.138,0.981,-0.151,1
-0.207,0.945,0.173,0.134,0.965,0.154,0.139,0.982,-0.148,1
-0.208,0.939,0.174,0.162,0.968,0.174,0.141,0.979,-0.153,1
-0.213,0.955,0.178,0.291,0.944,0.178,0.137,0.979,-0.157,1
-0.406,0.963,0.294,0.255,0.987,0.179,0.137,0.978,-0.158,1
-0.239,1.077,0.297,0.222,0.982,0.151,0.137,0.981,-0.157,1
-0.01,0.895,0.239,0.161,1.018,0.196,0.135,0.98,-0.161,1
