PacketCounter,SampleTimeFine,Arm_Euler_X,Arm_Euler_Y,Arm_Euler_Z,Arm_Acc_X,Arm_Acc_Y,Arm_Acc_Z,Arm_Gyr_X,Arm_Gyr_Y,Arm_Gyr_Z,Leg_Euler_X,Leg_Euler_Y,Leg_Euler_Z,Leg_Acc_X,Leg_Acc_Y,Leg_Acc_Z,Leg_Gyr_X,Leg_Gyr_Y,Leg_Gyr_Z,Activity
1648,4206628553,-98.07911682128906,-78.58871459960938,34.91290283203125,9.73455810546875,-1.97609400749207,-0.61157244443893,-20.15773773193359,8.78714656829834,7.9941201210022,140.63934326171875,-75.36656951904297,-134.98228454589844,9.48724937438965,1.7792375087738,-2.32092499732971,-22.25338363647461,3.14051151275635,9.31511878967285,0
1649,4206661887,-96.97251129150392,-78.37527465820312,33.06594085693359,9.35626697540283,-2.16157341003418,-0.60007029771805,-21.46380424499512,9.68252277374268,7.61162281036377,140.4507293701172,-75.61534118652344,-135.75811767578125,9.40176868438721,1.48509097099304,-2.24888372421265,-27.76376152038574,2.42889451980591,9.22097110748291,0
1650,4206695221,-96.14175415039062,-78.22084045410156,31.49137687683105,9.25760364532471,-2.06266951560974,-0.53299587965012,-21.70100021362305,8.54411220550537,5.50815153121948,140.64212036132812,-75.78507232666016,-136.82455444335938,9.18910217285156,1.15449631214142,-1.99515450000763,-24.83152961730957,-0.71370804309845,9.3130989074707,0
1651,4206728555,-95.36205291748048,-78.13587188720703,29.90536880493164,9.50232696533203,-2.17566847801208,-0.41099950671196,-23.54946708679199,9.00015163421631,3.32834649085999,141.35321044921875,-75.91477966308594,-138.16586303710938,9.45739269256592,1.19441437721252,-2.15120053291321,-17.25881004333496,-2.78891563415527,10.06829452514648,0
1652,4206761889,-94.62998962402344,-78.09186553955078,28.51739501953125,9.54601669311523,-2.34698724746704,-0.36205366253853,-19.1513614654541,7.98735284805298,1.87062537670135,141.97547912597656,-76.07522583007812,-139.3707733154297,9.63219738006592,1.30575037002563,-2.06375861167908,-15.97897529602051,-1.2709755897522,9.81988048553467,0
1653,4206795223,-93.9150848388672,-78.06734466552734,27.29986000061035,9.70560455322266,-2.26803708076477,-0.16381841897964,-14.65890121459961,7.02866077423096,1.1038635969162,142.49124145507812,-76.21929931640625,-140.38821411132812,9.77409172058105,1.16246676445007,-1.93776035308838,-13.73750114440918,-0.68057036399841,8.3948974609375,0
1654,4206828557,-92.87771606445312,-78.03636932373047,25.77539253234863,9.76463794708252,-2.37239360809326,-0.17083992063999,-13.98828601837158,8.95530319213867,1.29468858242035,143.31236267089844,-76.31731414794922,-141.4639434814453,9.62816429138184,1.31983685493469,-2.04842734336853,-6.2902889251709,-1.89437556266785,7.85378980636597,0
1655,4206861891,-91.5829849243164,-77.92194366455078,24.05449485778809,9.58362674713135,-2.44036817550659,-0.42663127183914,-12.02213001251221,10.17048263549805,3.6546835899353,143.9567108154297,-76.48593139648438,-142.33358764648438,9.56966590881348,1.55271232128143,-2.36993312835693,-5.60228586196899,0.81734395027161,7.90747976303101,0
1656,4206895225,-90.46788787841795,-77.80249786376953,22.52890777587891,9.84960269927979,-2.35392260551453,-0.59269165992737,-11.65660381317139,9.12105655670166,3.55463790893555,144.23226928710938,-76.74976348876953,-143.186767578125,9.8718729019165,1.45923757553101,-2.66487812995911,-16.20778656005859,3.32167983055115,9.40986251831055,0
1657,4206928559,-89.53952026367188,-77.7252197265625,20.78662490844727,9.91129684448242,-2.21781945228577,-0.57508194446564,-23.59597587585449,10.64538955688477,2.11905789375305,144.47650146484375,-76.98974609375,-144.23245239257812,9.83527946472168,1.23839890956879,-2.52255153656006,-22.79759979248047,2.08737349510193,9.95640087127686,0
