SampleTimeFine,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
102894035,0.24098,1.011295,-0.18201,2.898162,-0.948931,2.064799,0.178429,-1.071502,-1.765897,0
102927369,0.345819,0.665469,1.824888,0.744724,-1.670611,4.211398,2.406075,0.156228,0.540156,0
102960703,1.828232,0.301076,1.59055,0.592769,-0.760082,4.1919,4.365511,0.468113,-2.018424,0
102994037,0.261396,-0.24965,-0.153302,0.089771,-1.296002,1.421247,2.923334,2.151994,-3.533831,0
103027371,-1.106585,-1.441649,-1.264777,2.476481,-1.933775,2.691228,5.431283,1.55372,-3.498894,0
103060705,-1.305335,-0.918578,-0.986923,0.908507,1.113547,-0.777858,4.182289,1.233566,-4.96083,0
103094039,-1.122214,0.187774,-1.188601,0.130083,1.699654,-2.154894,1.356643,0.088886,-3.028852,0
103127373,-0.526698,1.260381,-1.115958,0.448011,2.039422,-4.546462,-0.440394,-3.13,3.062122,0
103160707,0.20779,2.065793,0.457811,-1.396313,3.013874,-5.231677,-0.559473,-4.806153,7.975529,0
103194041,0.072398,2.442904,1.658679,-1.819471,2.809385,-7.335698,-1.708928,-5.236288,6.613941,0
103227375,0.080515,1.228239,1.882051,-0.083883,2.646129,-7.179083,-0.549977,-3.204993,4.927466,0
103260709,0.4965,1.062629,1.962091,0.76901,2.407641,0.962585,-1.211372,-1.230858,3.132766,0
103294043,0.611898,0.91019,0.656402,1.803524,-0.804036,5.620914,-2.823513,0.48996,1.926802,0
103327377,0.196086,-0.744509,1.35313,1.756602,-3.957963,7.348196,-1.449677,1.889501,-1.085548,0
103360711,0.36973,-1.710366,0.305219,-0.347832,-4.837722,8.660528,-2.596198,2.70823,-2.976503,0
103394045,-0.018911,-2.471854,1.270844,-0.62786,-5.114934,5.785192,1.823656,3.628067,-4.233239,0
103427379,0.511157,-1.889163,0.981893,0.059552,-3.446451,2.812834,2.129292,4.424464,-4.524985,0
103460713,0.58872,-2.435869,-0.488471,-0.10236,-1.534149,1.96089,0.326017,3.649601,-1.694016,0
103494047,0.659261,-1.830563,0.679721,-0.507134,0.011516,1.229429,0.043027,2.180063,-0.51011,0
103527381,0.360596,-0.404518,0.64989,-0.439397,1.368032,0.341751,-1.740636,0.739866,1.357251,0
