SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Wrist_Acc_X,D_Wrist_Acc_Y,D_Wrist_Acc_Z,Activity
2674022462,-0.900187,1.294048,-1.0742,-0.492074,1.983478,1.516149,0
2674055796,0.044617,1.308918,-0.288371,-0.079411,1.411271,1.316517,0
2674089130,0.899598,1.236888,-0.185752,0.044941,1.337379,0.694218,0
2674122464,0.971496,1.471268,-0.630697,0.169138,0.670217,0.457916,0
2674155798,1.0983,1.35674,0.216659,0.640647,-0.090443,-0.291954,0
2674189132,0.198756,0.668559,0.119363,0.77811,-0.655202,-1.207334,0
2674222466,-1.296932,0.011423,-0.202752,0.765168,-0.89984,-1.800346,0
2674255800,-1.518313,-0.56924,-0.165329,1.471875,-0.96234,-1.962698,0
2674289134,0.258688,-0.289497,-0.245238,1.112529,-1.161674,-3.369772,0
2674322468,0.919112,0.392578,-0.095555,1.201722,-1.529023,-4.100914,0
2674355802,0.922958,0.092202,-0.173784,1.646805,-1.466356,-4.155611,0
2679155898,-0.491387,0.269471,-0.193198,0.300049,0.310038,-0.294838,0
2679189232,-0.300685,-0.366495,-0.458563,0.029524,0.531747,-0.076307,0
2679222566,0.560591,-0.302035,-0.450819,0.219719,0.3458,-0.398066,0
2679255900,0.24457,-0.155237,-0.700433,0.222594,0.829971,-1.11787,0
2679289234,-1.26268,-0.483612,-1.591684,-0.153114,1.515817,-1.692395,0
2679322568,0.038761,-4.628595,-2.464186,0.102159,1.242245,-2.749246,0
2679355902,-1.618923,3.368367,-2.850088,0.918184,0.05574,-4.031313,0
2679389236,-0.00553,-1.325178,1.178074,1.529388,-0.131092,-6.501756,0
2679422570,2.126943,0.460006,1.849156,0.258939,-0.270815,-6.185744,0
2679455904,2.102623,-0.345798,0.73117,-0.032484,-0.986494,-5.405999,0
2679489238,-0.834977,1.933842,1.899769,1.064299,-1.864487,-5.308043,0
2679522572,0.484441,-0.098712,2.001071,-0.318896,-2.192616,-3.150016,0
2679555906,0.523135,-0.46405,0.747986,-0.029756,-1.423596,0.875131,0
2679589240,-0.856989,-0.480625,-0.71338,0.050859,-0.191679,2.555164,0
2679622574,-1.793692,0.02156,-1.618636,0.085642,1.290324,4.461154,0
2679655908,-2.043827,-0.254145,0.429501,-0.779194,1.730425,4.915074,0
2679689242,1.378796,0.423042,-0.031136,-0.72357,0.430529,4.043534,0
2679722576,0.430445,0.887541,0.422643,-0.123086,0.514814,1.644034,0
2679755910,-0.154154,-0.564807,1.389098,-0.30952,0.14607,-0.138415,0
2679789244,0.378065,0.632671,-0.161161,0.462983,-0.683376,-1.794421,0
2679822578,-1.741414,-0.245456,0.524156,0.130789,-0.792726,-3.066179,0
2679855912,-0.311897,-1.031433,-0.81255,-0.117002,-0.844396,-3.8091,0
2679889246,-0.230246,0.415361,-1.871666,-0.297995,-1.640093,-2.638842,0
2679922580,0.613896,0.153829,0.63553,-0.242662,-1.351943,-0.905226,0
2679955914,1.670297,0.345849,1.17668,-0.441193,-0.403136,0.559958,0
2679989248,0.663581,0.110074,-1.343298,-0.881318,-0.309814,2.785204,0
2680022582,0.7961,0.928894,-1.396776,-0.739295,0.8384,3.828965,0
2680055916,1.638905,0.403814,3.411654,-1.041142,1.438833,4.666707,0
2680089250,0.385757,-0.926818,2.253706,-0.869545,1.327004,4.823831,0
2680122584,-0.780655,-0.537725,-1.811675,-0.897328,1.20852,3.790048,0
2680155918,-0.075808,0.349776,-1.137879,0.048976,0.83282,2.373466,0
2680189252,0.366515,0.10835,0.872654,0.378086,-0.171784,0.29225,0
2680222586,0.055582,-0.114464,0.593843,1.002832,-0.88092,-1.074862,0
2680255920,-1.156844,-0.14093,-0.208668,1.349111,-0.918765,-2.426632,0
2680289254,-1.390468,-0.411205,-0.366158,1.128974,-1.768132,-3.212139,0
2680322588,-1.108384,-0.378304,0.671145,0.645327,-2.289363,-3.158679,0
2680355922,-1.05953,-0.838035,1.248369,0.939093,-2.616946,-3.065444,0
2680389256,-0.251289,-0.627352,0.698138,0.628137,-2.757055,-2.453364,0
2680422590,0.315987,-0.590963,0.882005,0.78061,-3.420331,-1.683033,0
2680455924,0.018828,-0.976678,1.122606,0.053784,-2.430757,0.621493,0
2680489258,0.279205,-0.496058,0.626007,-0.000328,-1.242432,2.375496,0
2680522592,-0.115697,-0.121727,0.345079,-0.631597,0.560457,4.41087,0
2680555926,0.105516,-0.008354,0.293682,-0.959094,2.419344,4.923837,0
2680589260,0.351344,0.263323,-0.142838,-0.954693,3.845551,5.232497,0
2680622594,0.397657,0.627119,-0.676261,-0.457407,4.524539,4.26558,0
2680655928,0.468544,0.664623,-0.826913,-0.253401,3.948822,3.838669,0
2680689262,0.184059,0.433376,-0.419385,-0.202431,3.431813,3.367604,0
2680722596,-0.074701,0.443433,-0.211875,-0.049468,2.228293,2.418102,0
2680755930,-0.275394,0.187823,-0.133288,0.348119,1.055866,1.345022,0
2680789264,-0.266489,-0.159615,0.19446,0.681516,-0.346694,0.097492,0
2680822598,-0.3096,-0.211989,0.151928,0.885185,-1.854062,-1.77775,0
2680855932,-0.153878,-0.182816,0.300623,1.051899,-2.398909,-3.088144,0
2680889266,-0.292653,-0.043273,0.446818,0.811427,-2.800027,-4.097787,0
2680922600,-0.243344,0.04103,0.26071,0.352927,-2.735627,-2.974952,0
2680955934,-0.264318,0.047388,0.047985,-0.28178,-2.214781,-1.103044,0
2680989268,-0.433771,0.062201,-0.123076,-0.435006,-0.699009,0.324605,0
2681022602,-0.199063,-0.007455,-0.272021,-0.4541,1.273918,1.849983,0
2681055936,0.139014,-0.04624,-0.276606,-2.155782,2.674299,3.86097,0
2681089270,0.028496,-0.235719,0.475139,-1.729309,4.0686,4.569049,0
2681122604,0.146821,-0.657794,1.006766,-0.731243,4.089622,4.178017,0
2681155938,0.18702,-0.762791,1.454828,-0.783108,2.77002,4.000752,0
2681189272,0.880886,-0.605786,1.866645,-0.447068,1.639366,3.762447,0
2681222606,-0.0603,-0.681757,1.536461,0.141497,0.077462,1.892436,0
2681255940,-0.343539,-0.700921,1.164019,0.891073,-2.094187,-0.568188,0
2681289274,-0.317559,-0.075955,0.299909,0.041703,-2.618434,-1.453235,0
2681322608,-0.658597,0.010175,0.070841,0.978112,-3.656377,-2.188687,0
2681355942,-0.243017,0.31662,0.319673,0.944496,-3.542643,-3.487567,0
2681389276,0.038284,0.179162,0.301448,0.900949,-2.998904,-2.676936,0
2681422610,-0.307536,0.290856,-0.829759,0.320654,-1.961889,-1.492843,0
2681455944,-0.482138,0.159695,-0.876676,-0.074202,-1.257446,0.48506,0
2681489278,-0.746665,0.470068,-0.86915,-1.493787,0.12054,2.390935,0
2681522612,-0.183175,0.474103,-0.274921,-0.449807,1.115109,3.209247,0
2681555946,0.308353,0.725141,-0.110353,-0.989712,2.538593,3.585189,0
2681589280,-0.1792,-0.139877,-0.531302,-0.999497,3.039778,3.810105,0
2681622614,-0.657213,-0.077098,-0.179062,-1.03148,2.679118,3.499274,0
2681655948,-0.31299,-0.420135,-0.029597,-0.74386,2.180358,2.963681,0
2681689282,1.029061,0.043053,-0.198661,-0.16656,0.843084,2.409654,0
2681722616,1.14762,0.349602,-0.080933,0.336267,-0.51045,1.33102,0
2681755950,-0.041143,0.024998,0.567716,0.964333,-1.32464,-0.384567,0
2681789284,-0.489786,-0.138516,0.825122,1.023211,-1.658906,-1.478384,0
2681822618,0.483874,-0.387567,0.815943,0.778829,-2.389653,-2.853737,0
2681855952,0.912132,-0.62724,-0.045607,0.988645,-2.629233,-3.566996,0
2681889286,0.756874,-0.444531,-0.559617,0.732641,-2.137546,-2.288821,0
2681922620,0.50264,-0.800847,0.202342,0.972909,-1.672941,-1.32619,0
2681955954,0.261805,-0.478318,1.077838,0.746522,-0.850706,-0.755065,0
2681989288,0.394694,0.090931,1.01979,-0.034624,0.147487,1.527128,0
