SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Wrist_Acc_X,D_Wrist_Acc_Y,D_Wrist_Acc_Z,Activity
872307394,-0.904568,0.609801,0.458917,-0.782616,-1.565349,-3.575698,0
872340728,-0.502383,-0.289529,0.336146,0.075298,-2.648677,-3.187049,0
872374062,0.728487,-0.377815,-0.117649,0.653754,-1.291937,-4.129004,0
872407396,-0.240484,-0.277882,0.297127,2.163673,0.20047,-2.382573,0
872440730,0.178775,-0.022695,-0.259086,1.603149,0.159624,-3.52464,0
872474064,0.935567,0.359563,0.184517,0.160289,2.467026,-2.213268,0
872507398,-0.043636,0.455313,0.352856,0.213472,2.830955,1.865895,0
872540732,-0.671432,0.793032,-0.105296,-0.202018,2.619887,3.797741,0
872574066,-0.508343,0.268862,-0.089548,-0.347877,2.937008,2.611893,0
872607400,0.352915,-0.168297,-0.108184,-0.004805,1.730366,3.369044,0
872640734,0.221077,-0.109448,0.063659,-0.614589,1.861235,4.346882,0
872674068,-0.089239,-0.090943,0.006999,-1.178169,1.380233,1.810766,0
872707402,-0.74276,-0.065853,0.221651,-0.358082,0.013518,3.841336,0
872740736,-1.228917,-0.020629,0.486581,-1.543482,-2.14799,1.634521,0
872774070,-0.024583,-0.832638,0.73282,-0.28498,-3.304906,1.189754,0
872807404,-0.381912,-1.158626,0.64698,0.085341,-3.779201,-2.401071,0
872840738,-0.998493,0.079898,0.214426,1.034396,-4.229792,-3.280025,0
872874072,-0.564163,0.036427,0.196259,1.358448,-3.422906,-4.144547,0
872907406,-0.460539,-0.085793,0.461067,1.53981,-1.725274,-5.277,0
872940740,-0.012212,0.156657,0.258223,0.610105,0.244462,-5.882003,0
872974074,0.091789,-0.146724,-0.218211,-0.792697,3.722691,-3.868578,0
873007408,0.310413,0.034603,-0.334108,0.011874,4.991899,0.134186,0
873040742,0.567905,0.118342,0.17442,0.049976,5.979677,2.673902,0
873074076,0.038224,0.42801,0.021539,-1.21597,5.074118,2.654208,0
873107410,-0.493679,0.774253,-0.044703,-0.906391,2.394603,2.787993,0
873140744,-0.07602,0.055482,-0.012315,-0.366424,0.133999,3.16489,0
873174078,0.495623,-0.437218,-0.052702,-0.946706,-2.78376,1.932373,0
873207412,0.565731,-0.577735,0.037908,-0.663174,-4.44101,0.973869,0
873240746,-0.473825,0.068627,0.391543,0.108635,-4.507461,-0.429259,0
873274080,-1.261119,0.460055,0.121984,0.964964,-4.368114,-1.934102,0
873307414,-0.759013,0.248089,0.349636,1.401134,-2.517411,-3.61868,0
873340748,-0.004973,-0.345428,-0.080053,1.495604,-0.652189,-4.969074,0
873374082,-0.002017,-0.428877,0.118573,1.401876,0.981233,-4.24599,0
873407416,-0.279843,0.301166,-0.019636,0.455258,3.614595,-0.585739,0
873440750,-0.340033,0.346189,-0.052764,-0.29105,5.854698,4.425788,0
873474084,-0.705674,0.437947,0.098071,-0.562939,6.328087,2.784473,0
873507418,-0.489324,0.193452,-0.128241,-1.518588,2.725826,2.576429,0
